year,importer,category,exporter,value
2002,United States,civ,Turkey,15008971
2002,United States,civ,United Kingdom,8196689
2002,United States,civ,"Venezuela, Bolivarian Republic of",30000
2002,United States,civ,China,2220229
2002,United States,civ,Cyprus,10887
2002,United States,civ,Japan,2854527
2002,United States,civ,Kenya,10133
2002,United States,civ,Namibia,960
2002,United States,civ,Netherlands,109613
2002,United States,civ,Saudi Arabia,22176
2002,United States,civ,South Africa,15434
2002,United States,civ,Taiwan,465747
2002,United States,930330,Argentina,11200
2002,United States,930330,Australia,9830
2002,United States,930330,Austria,1699924
2002,United States,930330,Belgium,192916
2002,United States,930330,Bosnia and Herzegovina,109038
2002,United States,930330,Brazil,4245238
2002,United States,930330,Canada,11674942
2002,United States,930330,Chile,1962
2002,United States,930330,China,1741680
2002,United States,930330,Colombia,1500
2002,United States,930330,Croatia,640
2002,United States,930330,Czech Republic,3444995
2002,United States,930330,Denmark,548
2002,United States,930330,Finland,5145367
2002,United States,930330,France,178059
2002,United States,930330,Germany,3454000
2002,United States,930330,Greece,1476
2002,United States,930330,Ireland,2990
2002,United States,930330,Italy,4906140
2002,United States,930330,Japan,17179835
2002,United States,930330,"Macedonia, The Former Yugoslav Republic of",808942
2002,United States,930330,Namibia,2592
2002,United States,930330,Netherlands,10393
2002,United States,930330,New Zealand,11809
2002,United States,930330,Norway,1400
2002,United States,930330,Philippines,64841
2002,United States,930330,Portugal,2501522
2002,United States,930330,Romania,3842014
2002,United States,930330,Russian Federation,2436760
2002,United States,930330,Serbia,58850
2002,United States,930330,Slovakia,28269
2002,United States,930330,South Africa,15739
2002,United States,930330,Spain,9507
2002,United States,930330,Sweden,58031
2002,United States,930330,Switzerland,219294
2002,United States,930330,Turkey,437973
2002,United States,930330,United Kingdom,1977136
2002,United States,ammo,Argentina,272826
2002,United States,ammo,Australia,1295454
2002,United States,ammo,Brazil,9791624
2002,United States,ammo,Canada,11992746
2002,United States,ammo,Cyprus,87303
2002,United States,ammo,Czech Republic,8843475
2002,United States,ammo,El Salvador,156400
2002,United States,ammo,France,2870951
2002,United States,ammo,Germany,3740020
2002,United States,ammo,Hong Kong,6366
2002,United States,ammo,Hungary,1080005
2002,United States,ammo,India,201822
2002,United States,ammo,Israel,4311972
2002,United States,ammo,Italy,7096396
2002,United States,ammo,"Korea, Republic of",9199934
2002,United States,ammo,Mexico,825221
2002,United States,ammo,Netherlands,48669
2002,United States,ammo,Spain,5219950
2002,United States,ammo,Switzerland,345940
2002,United States,ammo,United Kingdom,3731010
2002,United States,ammo,Albania,317534
2002,United States,ammo,Austria,241861
2002,United States,ammo,Belgium,504077
2002,United States,ammo,Bosnia and Herzegovina,584779
2002,United States,ammo,Bulgaria,53540
2002,United States,ammo,Costa Rica,326033
2002,United States,ammo,Croatia,11927
2002,United States,ammo,Denmark,406344
2002,United States,ammo,Estonia,1352
2002,United States,ammo,Finland,912368
2002,United States,ammo,Greece,1943340
2002,United States,ammo,Guatemala,249782
2002,United States,ammo,Japan,41489
2002,United States,ammo,"Macedonia, The Former Yugoslav Republic of",32545
2002,United States,ammo,Norway,2898328
2002,United States,ammo,Peru,1196116
2002,United States,ammo,Philippines,1031973
2002,United States,ammo,Portugal,963744
2002,United States,ammo,Romania,38054
2002,United States,ammo,Russian Federation,17173865
2002,United States,ammo,Serbia,373504
2002,United States,ammo,Slovakia,95
2002,United States,ammo,Slovenia,11773
2002,United States,ammo,South Africa,2911472
2002,United States,ammo,Sweden,3379544
2002,United States,ammo,Turkey,697210
2003,United States,mil,Indonesia,30096
2003,United States,mil,Albania,119084
2003,United States,mil,Argentina,15320
2003,United States,mil,Australia,64406
2003,United States,mil,Austria,284326
2003,United States,mil,Belgium,1095803
2003,United States,mil,Bosnia and Herzegovina,27120
2003,United States,mil,Brazil,48046
2003,United States,mil,Bulgaria,3210
2003,United States,mil,Canada,3109086
2003,United States,mil,China,149226
2003,United States,mil,Croatia,43697
2003,United States,mil,Czech Republic,53038
2003,United States,mil,Finland,576216
2003,United States,mil,Germany,3270621
2003,United States,mil,Hungary,52544
2003,United States,mil,Israel,153358
2003,United States,mil,Italy,269575
2003,United States,mil,"Macedonia, The Former Yugoslav Republic of",480102
2003,United States,mil,Pakistan,4545
2003,United States,mil,Poland,36115
2003,United States,mil,Portugal,37376
2003,United States,mil,Romania,403751
2003,United States,mil,Russian Federation,2967778
2003,United States,mil,Serbia,162035
2003,United States,mil,Singapore,155852
2003,United States,mil,South Africa,104472
2003,United States,mil,Spain,2448
2003,United States,mil,Sweden,39771
2003,United States,mil,Switzerland,767623
2003,United States,mil,Ukraine,1014823
2003,United States,mil,United Kingdom,310080
2003,United States,civ,Argentina,4656938
2003,United States,civ,Australia,245955
2003,United States,civ,Austria,55598109
2003,United States,civ,Belgium,4235177
2003,United States,civ,Brazil,29743218
2003,United States,civ,Bulgaria,158834
2003,United States,civ,Canada,5130990
2003,United States,civ,Croatia,6555511
2003,United States,civ,Czech Republic,3806766
2003,United States,civ,Denmark,12912
2003,United States,civ,Egypt,69911
2003,United States,civ,France,214453
2003,United States,civ,Germany,28785552
2003,United States,civ,Hong Kong,22133
2003,United States,civ,Hungary,521757
2003,United States,civ,India,8498
2003,United States,civ,Ireland,12591
2003,United States,civ,Israel,4063531
2003,United States,civ,Italy,103962324
2003,United States,civ,"Korea, Republic of",76500
2003,United States,civ,Mexico,51260
2003,United States,civ,New Zealand,11614
2003,United States,civ,Norway,1458
2003,United States,civ,Philippines,1041391
2003,United States,civ,Poland,238000
2003,United States,civ,Portugal,1044933
2003,United States,civ,Romania,27241
2003,United States,civ,Russian Federation,6117018
2003,United States,civ,Serbia,2876
2003,United States,civ,Slovakia,605
2003,United States,civ,Spain,5848207
2003,United States,civ,Sweden,48442
2003,United States,civ,Switzerland,2310754
2003,United States,civ,Turkey,16994805
2003,United States,civ,Ukraine,16347
2003,United States,civ,United Kingdom,7665198
2003,United States,civ,China,2605631
2003,United States,civ,Colombia,889
2003,United States,civ,Cyprus,2676
2003,United States,civ,Japan,3010716
2003,United States,civ,Lebanon,1825
2003,United States,civ,Luxemburg,1974
2003,United States,civ,Netherlands,6786
2003,United States,930330,Albania,695
2003,United States,930330,Argentina,13000
2003,United States,930330,Australia,55116
2003,United States,930330,Austria,483141
2003,United States,930330,Belgium,3130444
2003,United States,930330,Brazil,5356032
2003,United States,930330,Bulgaria,356927
2003,United States,930330,Canada,17980780
2003,United States,930330,China,1611676
2003,United States,930330,Czech Republic,6696049
2003,United States,930330,Denmark,8278
2003,United States,930330,Finland,4851193
2003,United States,930330,France,81467
2003,United States,930330,Germany,5111000
2003,United States,930330,Hungary,93244
2003,United States,930330,India,5001
2003,United States,930330,Italy,9169943
2003,United States,930330,Japan,20797056
2003,United States,930330,Malta,664
2003,United States,930330,Netherlands,45063
2003,United States,930330,New Zealand,27057
2003,United States,930330,Norway,1732
2003,United States,930330,Papua New Guinea,1426
2003,United States,930330,Philippines,200937
2003,United States,930330,Portugal,2441
2003,United States,930330,Romania,3791929
2003,United States,930330,Russian Federation,1657127
2003,United States,930330,Serbia,6700
2003,United States,930330,South Africa,7950
2003,United States,930330,Spain,962500
2003,United States,930330,Sri Lanka,638
2003,United States,930330,Sweden,73164
2003,United States,930330,Switzerland,213043
2003,United States,930330,Turkey,1150302
2003,United States,930330,United Kingdom,1839876
2003,United States,ammo,Australia,2595057
2003,United States,ammo,Barbados,86
2003,United States,ammo,Brazil,7314130
2003,United States,ammo,Canada,10317445
2003,United States,ammo,Colombia,6000
2003,United States,ammo,Cyprus,219777
2003,United States,ammo,Czech Republic,3157170
2003,United States,ammo,France,1528430
2003,United States,ammo,Germany,2961080
2003,United States,ammo,Hungary,1647696
2003,United States,ammo,India,2001889
2003,United States,ammo,Israel,3202834
2003,United States,ammo,Italy,6037565
2003,United States,ammo,"Korea, Republic of",13065699
2003,United States,ammo,Mexico,1758666
2003,United States,ammo,Russian Federation,14762181
2003,United States,ammo,Spain,7058630
2003,United States,ammo,Switzerland,2576079
2003,United States,ammo,United Kingdom,2976855
2003,United States,ammo,Albania,101283
2003,United States,ammo,Argentina,194117
2003,United States,ammo,Austria,456686
2003,United States,ammo,Belgium,1630872
2003,United States,ammo,Bosnia and Herzegovina,823481
2003,United States,ammo,Bulgaria,639431
2003,United States,ammo,China,5228
2003,United States,ammo,Denmark,27650
2003,United States,ammo,Finland,1018050
2003,United States,ammo,Greece,394678
2003,United States,ammo,Japan,29072
2003,United States,ammo,Macao,3400
2003,United States,ammo,Malaysia,322840
2003,United States,ammo,Netherlands,2616
2003,United States,ammo,Norway,1460817
2003,United States,ammo,Pakistan,1438
2003,United States,ammo,Peru,810107
2003,United States,ammo,Philippines,1293622
2003,United States,ammo,Portugal,1365450
2003,United States,ammo,Romania,71950
2003,United States,ammo,Serbia,127047
2003,United States,ammo,Singapore,34000
2003,United States,ammo,Slovakia,93589
2003,United States,ammo,South Africa,2561060
2003,United States,ammo,Sweden,2066830
2003,United States,ammo,Taiwan,85365
2004,United States,mil,Indonesia,10314
2004,United States,mil,Australia,65550
2004,United States,mil,Belgium,1087181
2004,United States,mil,Bosnia and Herzegovina,914752
2004,United States,mil,Canada,4755278
2004,United States,mil,China,4966
2004,United States,mil,Colombia,5788
2004,United States,mil,Croatia,81500
2004,United States,mil,Czech Republic,21395
2004,United States,mil,El Salvador,72478
2004,United States,mil,Finland,111280
2004,United States,mil,Germany,3335886
2004,United States,mil,Greece,8515
2004,United States,mil,Hungary,77494
2004,United States,mil,India,302420
2004,United States,mil,Israel,99200
2004,United States,mil,Italy,507872
2004,United States,mil,Lebanon,11000
2004,United States,mil,"Macedonia, The Former Yugoslav Republic of",677588
2004,United States,mil,Malaysia,4351
2004,United States,mil,Mexico,280000
2004,United States,mil,Netherlands,4392
2004,United States,mil,New Zealand,3014
2004,United States,mil,Norway,295569
2004,United States,mil,Poland,23868
2004,United States,mil,Portugal,41545
2004,United States,mil,Romania,16431
2004,United States,mil,Russian Federation,227998
2004,United States,mil,Serbia,3083773
2004,United States,mil,Sweden,81526
2004,United States,mil,Switzerland,391201
2004,United States,mil,Turkey,1184704
2004,United States,mil,Ukraine,355346
2004,United States,mil,United Kingdom,729130
2004,United States,civ,Argentina,4936629
2004,United States,civ,Australia,328685
2004,United States,civ,Austria,64922275
2004,United States,civ,Bangladesh,8417
2004,United States,civ,Belgium,4681469
2004,United States,civ,Brazil,40563826
2004,United States,civ,Bulgaria,605049
2004,United States,civ,Canada,7151826
2004,United States,civ,Chile,4942
2004,United States,civ,Croatia,11277304
2004,United States,civ,Czech Republic,2325880
2004,United States,civ,Denmark,17199
2004,United States,civ,Egypt,71875
2004,United States,civ,El Salvador,912
2004,United States,civ,France,31428
2004,United States,civ,Germany,34037625
2004,United States,civ,Hong Kong,47180
2004,United States,civ,Hungary,60465
2004,United States,civ,India,71873
2004,United States,civ,Israel,3239925
2004,United States,civ,Italy,121247351
2004,United States,civ,"Korea, Republic of",185712
2004,United States,civ,Mexico,1806
2004,United States,civ,New Zealand,1798
2004,United States,civ,Norway,4816
2004,United States,civ,Philippines,2096837
2004,United States,civ,Poland,168927
2004,United States,civ,Portugal,491885
2004,United States,civ,Russian Federation,8082514
2004,United States,civ,Slovakia,147390
2004,United States,civ,South Africa,10148
2004,United States,civ,Spain,6797595
2004,United States,civ,Saint Vincent and the Grenadines,1875
2004,United States,civ,Sweden,499055
2004,United States,civ,Switzerland,700153
2004,United States,civ,Turkey,12303397
2004,United States,civ,Ukraine,12308
2004,United States,civ,China,3297915
2004,United States,civ,Cyprus,1069
2004,United States,civ,Finland,2620
2004,United States,civ,Greece,4624
2004,United States,civ,Iceland,22542
2004,United States,civ,Ireland,11190
2004,United States,civ,Japan,2279779
2004,United States,civ,Lithuania,2600
2004,United States,civ,Netherlands,8709
2004,United States,civ,United Kingdom,8798269
2004,United States,civ,Zimbabwe,564
2004,United States,930330,Argentina,11550
2004,United States,930330,Australia,62051
2004,United States,930330,Austria,2305104
2004,United States,930330,Belgium,4482003
2004,United States,930330,Brazil,6389883
2004,United States,930330,Bulgaria,298218
2004,United States,930330,Canada,18170068
2004,United States,930330,Chile,6304
2004,United States,930330,China,981956
2004,United States,930330,Czech Republic,5718551
2004,United States,930330,Finland,7564328
2004,United States,930330,France,155524
2004,United States,930330,Germany,5425000
2004,United States,930330,Hungary,2000
2004,United States,930330,Ireland,1194
2004,United States,930330,Italy,12466543
2004,United States,930330,Japan,23837614
2004,United States,930330,Lebanon,2000
2004,United States,930330,Netherlands,2488
2004,United States,930330,New Zealand,41536
2004,United States,930330,Norway,6279
2004,United States,930330,Pakistan,8170
2004,United States,930330,Philippines,9585
2004,United States,930330,Portugal,667182
2004,United States,930330,Romania,3500627
2004,United States,930330,Russian Federation,1839352
2004,United States,930330,Serbia,1434403
2004,United States,930330,South Africa,17819
2004,United States,930330,Spain,105164
2004,United States,930330,Sweden,106397
2004,United States,930330,Switzerland,6093
2004,United States,930330,"Tanzania, United Republic of",167
2004,United States,930330,Turkey,67762
2004,United States,930330,Ukraine,99323
2004,United States,930330,United Kingdom,2049716
2004,United States,ammo,Australia,746043
2004,United States,ammo,Brazil,14587505
2004,United States,ammo,Canada,20947975
2004,United States,ammo,China,269342
2004,United States,ammo,Cyprus,271858
2004,United States,ammo,Czech Republic,2525989
2004,United States,ammo,France,1162016
2004,United States,ammo,Germany,2542006
2004,United States,ammo,Hungary,1078541
2004,United States,ammo,India,330110
2004,United States,ammo,Italy,5360268
2004,United States,ammo,Mexico,1331676
2004,United States,ammo,Netherlands,19737
2004,United States,ammo,Peru,1172101
2004,United States,ammo,Russian Federation,13782309
2004,United States,ammo,Spain,4794330
2004,United States,ammo,United Kingdom,3918019
2004,United States,ammo,Albania,261977
2004,United States,ammo,Argentina,270267
2004,United States,ammo,Austria,418
2004,United States,ammo,Belgium,3004313
2004,United States,ammo,Bosnia and Herzegovina,74671
2004,United States,ammo,Bulgaria,29751
2004,United States,ammo,Croatia,383853
2004,United States,ammo,Finland,1245301
2004,United States,ammo,Greece,856646
2004,United States,ammo,Israel,5213869
2004,United States,ammo,Japan,78782
2004,United States,ammo,"Korea, Republic of",6748327
2004,United States,ammo,Norway,8363483
2004,United States,ammo,Pakistan,89107
2004,United States,ammo,Philippines,697973
2004,United States,ammo,Poland,96359
2004,United States,ammo,Portugal,194632
2004,United States,ammo,Romania,88450
2004,United States,ammo,Serbia,259941
2004,United States,ammo,South Africa,3098576
2004,United States,ammo,Sweden,1978488
2004,United States,ammo,Switzerland,754078
2004,United States,ammo,Taiwan,238048
2004,United States,ammo,Turkey,5729
2004,United States,ammo,United Arab Emirates,13501
2004,United States,ammo,"Venezuela, Bolivarian Republic of",2420
2005,United States,mil,Australia,231246
2005,United States,mil,Austria,335015
2005,United States,mil,Belgium,369695
2005,United States,mil,Bosnia and Herzegovina,15255
2005,United States,mil,Bulgaria,9674
2005,United States,mil,Canada,1619546
2005,United States,mil,China,6694
2005,United States,mil,Colombia,402234
2005,United States,mil,Costa Rica,117210
2005,United States,mil,Czech Republic,138435
2005,United States,mil,Finland,75594
2005,United States,mil,Germany,3680104
2005,United States,mil,Hungary,231089
2005,United States,mil,India,177955
2005,United States,mil,Israel,293106
2005,United States,mil,Italy,415908
2005,United States,mil,"Macedonia, The Former Yugoslav Republic of",514015
2005,United States,mil,Norway,314506
2005,United States,mil,Pakistan,17570
2005,United States,mil,Poland,109500
2005,United States,mil,Romania,1880306
2005,United States,mil,Russian Federation,1049044
2005,United States,mil,Serbia,4020660
2005,United States,mil,Singapore,63325
2005,United States,mil,Spain,66826
2005,United States,mil,Sweden,3522
2005,United States,mil,Switzerland,1088848
2005,United States,mil,Taiwan,4126
2005,United States,mil,Ukraine,186718
2005,United States,mil,United Kingdom,737540
2005,United States,civ,Argentina,5076361
2005,United States,civ,Aruba,2402
2005,United States,civ,Australia,233716
2005,United States,civ,Austria,76536060
2005,United States,civ,Barbados,660
2005,United States,civ,Belgium,7893586
2005,United States,civ,"Bolivia, Plurinational State of",950
2005,United States,civ,Brazil,40883701
2005,United States,civ,Bulgaria,3188
2005,United States,civ,Canada,7473765
2005,United States,civ,Croatia,16251086
2005,United States,civ,Czech Republic,2645719
2005,United States,civ,Finland,101456
2005,United States,civ,France,92576
2005,United States,civ,Germany,31661872
2005,United States,civ,Hungary,397322
2005,United States,civ,Indonesia,5200
2005,United States,civ,Israel,3882189
2005,United States,civ,Italy,120710276
2005,United States,civ,Mexico,1774
2005,United States,civ,New Zealand,46703
2005,United States,civ,Norway,3536
2005,United States,civ,Philippines,737401
2005,United States,civ,Poland,456745
2005,United States,civ,Portugal,350992
2005,United States,civ,Russian Federation,10302267
2005,United States,civ,Serbia,180143
2005,United States,civ,Slovakia,141338
2005,United States,civ,Spain,5145477
2005,United States,civ,Saint Vincent and the Grenadines,926
2005,United States,civ,Sweden,68349
2005,United States,civ,Switzerland,391474
2005,United States,civ,Turkey,21495650
2005,United States,civ,Ukraine,25443
2005,United States,civ,United Kingdom,9476239
2005,United States,civ,China,2429419
2005,United States,civ,India,1108
2005,United States,civ,Japan,2120934
2005,United States,civ,Netherlands,26117
2005,United States,civ,Pakistan,6025
2005,United States,civ,Singapore,6098
2005,United States,civ,Taiwan,21035
2005,United States,civ,Tokelau,144267
2005,United States,930330,Australia,16403
2005,United States,930330,Austria,1340618
2005,United States,930330,Belgium,5951839
2005,United States,930330,Brazil,5986011
2005,United States,930330,Bulgaria,193105
2005,United States,930330,Canada,12369436
2005,United States,930330,China,321298
2005,United States,930330,Czech Republic,3975036
2005,United States,930330,Denmark,7122
2005,United States,930330,Finland,13891654
2005,United States,930330,France,111594
2005,United States,930330,Germany,5064000
2005,United States,930330,Italy,9911259
2005,United States,930330,Japan,22071230
2005,United States,930330,Mexico,1785
2005,United States,930330,Netherlands,256196
2005,United States,930330,Netherlands Antilles,37925
2005,United States,930330,New Zealand,26933
2005,United States,930330,Norway,2470
2005,United States,930330,Pakistan,48401
2005,United States,930330,Philippines,177866
2005,United States,930330,Poland,135
2005,United States,930330,Portugal,5700617
2005,United States,930330,Romania,4198084
2005,United States,930330,Russian Federation,203801
2005,United States,930330,Serbia,267600
2005,United States,930330,Singapore,2943
2005,United States,930330,South Africa,8195
2005,United States,930330,Spain,54501
2005,United States,930330,Sweden,24112
2005,United States,930330,Switzerland,19807
2005,United States,930330,"Tanzania, United Republic of",1019
2005,United States,930330,Tokelau,23798
2005,United States,930330,Turkey,144207
2005,United States,930330,United Arab Emirates,586
2005,United States,930330,United Kingdom,2255160
2005,United States,ammo,Australia,1324907
2005,United States,ammo,Barbados,50
2005,United States,ammo,Brazil,6312109
2005,United States,ammo,Canada,19999653
2005,United States,ammo,China,20054
2005,United States,ammo,Cyprus,52336
2005,United States,ammo,Czech Republic,7459121
2005,United States,ammo,France,1804635
2005,United States,ammo,Germany,3078992
2005,United States,ammo,Hong Kong,7095
2005,United States,ammo,Hungary,992306
2005,United States,ammo,India,41733
2005,United States,ammo,Italy,8386362
2005,United States,ammo,Mexico,1473321
2005,United States,ammo,Netherlands,70863
2005,United States,ammo,Russian Federation,11904168
2005,United States,ammo,Serbia,1368773
2005,United States,ammo,Spain,3514986
2005,United States,ammo,Sweden,5185210
2005,United States,ammo,United Arab Emirates,769994
2005,United States,ammo,United Kingdom,8019566
2005,United States,ammo,Argentina,75795
2005,United States,ammo,Austria,19425
2005,United States,ammo,Belgium,2682448
2005,United States,ammo,Bosnia and Herzegovina,37101
2005,United States,ammo,Costa Rica,511932
2005,United States,ammo,Croatia,501259
2005,United States,ammo,Finland,973881
2005,United States,ammo,Greece,2567944
2005,United States,ammo,Israel,4629180
2005,United States,ammo,"Korea, Republic of",3956630
2005,United States,ammo,Malaysia,11664
2005,United States,ammo,New Zealand,77207
2005,United States,ammo,Nigeria,4001
2005,United States,ammo,Norway,5888258
2005,United States,ammo,Peru,1200027
2005,United States,ammo,Philippines,904866
2005,United States,ammo,Poland,627335
2005,United States,ammo,Portugal,533265
2005,United States,ammo,Romania,415237
2005,United States,ammo,Slovakia,110209
2005,United States,ammo,South Africa,2361720
2005,United States,ammo,Switzerland,271442
2005,United States,ammo,Taiwan,99477
2005,United States,ammo,"Venezuela, Bolivarian Republic of",3370
2005,United States,ammo,Viet Nam,12402
2006,United States,mil,Indonesia,13951
2006,United States,mil,Albania,254
2006,United States,mil,Australia,417918
2006,United States,mil,Austria,546713
2006,United States,mil,Belgium,725718
2006,United States,mil,Bosnia and Herzegovina,58730
2006,United States,mil,Brazil,14924
2006,United States,mil,Canada,1065695
2006,United States,mil,Colombia,191632
2006,United States,mil,Czech Republic,70153
2006,United States,mil,Denmark,27777
2006,United States,mil,Finland,6346
2006,United States,mil,Germany,4609557
2006,United States,mil,Hungary,379787
2006,United States,mil,India,498050
2006,United States,mil,Israel,766379
2006,United States,mil,Italy,766046
2006,United States,mil,"Korea, Republic of",1060000
2006,United States,mil,Norway,492957
2006,United States,mil,Poland,9775
2006,United States,mil,Portugal,59366
2006,United States,mil,Romania,65402
2006,United States,mil,Russian Federation,1242638
2006,United States,mil,Saudi Arabia,271382
2006,United States,mil,Serbia,107588
2006,United States,mil,Singapore,155791
2006,United States,mil,Spain,181201
2006,United States,mil,Sweden,26100
2006,United States,mil,Switzerland,116415
2006,United States,mil,Ukraine,517744
2006,United States,mil,United Kingdom,140548
2006,United States,civ,Argentina,6296846
2006,United States,civ,Australia,133792
2006,United States,civ,Austria,87228075
2006,United States,civ,Belgium,8233434
2006,United States,civ,Brazil,57781075
2006,United States,civ,Bulgaria,51190
2006,United States,civ,Canada,6844140
2006,United States,civ,Colombia,8000
2006,United States,civ,Croatia,26446109
2006,United States,civ,Czech Republic,5243849
2006,United States,civ,Denmark,49525
2006,United States,civ,Finland,145912
2006,United States,civ,France,73733
2006,United States,civ,Germany,42362042
2006,United States,civ,Hungary,1486294
2006,United States,civ,Israel,5635916
2006,United States,civ,Italy,129023930
2006,United States,civ,"Korea, Republic of",2512
2006,United States,civ,Mexico,112617
2006,United States,civ,New Zealand,10348
2006,United States,civ,Philippines,3014067
2006,United States,civ,Poland,128301
2006,United States,civ,Portugal,838449
2006,United States,civ,Romania,210113
2006,United States,civ,Russian Federation,7813896
2006,United States,civ,Serbia,540
2006,United States,civ,Slovakia,484277
2006,United States,civ,Spain,5325933
2006,United States,civ,Sweden,70503
2006,United States,civ,Switzerland,761534
2006,United States,civ,Turkey,34651884
2006,United States,civ,Ukraine,55854
2006,United States,civ,United Kingdom,11183180
2006,United States,civ,Bahamas,456
2006,United States,civ,China,5733830
2006,United States,civ,Ireland,4537
2006,United States,civ,Japan,2503783
2006,United States,civ,Netherlands,40203
2006,United States,civ,Pakistan,851
2006,United States,civ,South Africa,5200
2006,United States,civ,Zimbabwe,604
2006,United States,930330,Argentina,1850
2006,United States,930330,Australia,305435
2006,United States,930330,Austria,835655
2006,United States,930330,Belgium,14159965
2006,United States,930330,Brazil,6713519
2006,United States,930330,Bulgaria,673181
2006,United States,930330,Canada,14235222
2006,United States,930330,China,966456
2006,United States,930330,Czech Republic,6760069
2006,United States,930330,Denmark,3653
2006,United States,930330,Finland,10564246
2006,United States,930330,France,401423
2006,United States,930330,Germany,7095000
2006,United States,930330,Honduras,200
2006,United States,930330,Italy,8965075
2006,United States,930330,Japan,15948174
2006,United States,930330,Kuwait,152
2006,United States,930330,Luxemburg,628
2006,United States,930330,Malaysia,2243
2006,United States,930330,Namibia,2355
2006,United States,930330,Netherlands Antilles,27216
2006,United States,930330,New Zealand,7777
2006,United States,930330,Norway,4748
2006,United States,930330,Pakistan,154528
2006,United States,930330,Philippines,142470
2006,United States,930330,Poland,4900
2006,United States,930330,Portugal,874734
2006,United States,930330,Romania,4638240
2006,United States,930330,Russian Federation,723583
2006,United States,930330,Serbia,2958810
2006,United States,930330,Singapore,17383
2006,United States,930330,South Africa,12554
2006,United States,930330,Spain,277551
2006,United States,930330,Sweden,80438
2006,United States,930330,Switzerland,27504
2006,United States,930330,Turkey,2809339
2006,United States,930330,United Kingdom,5588973
2006,United States,ammo,Australia,756292
2006,United States,ammo,Bahamas,26
2006,United States,ammo,Bangladesh,1012
2006,United States,ammo,Brazil,27106063
2006,United States,ammo,Czech Republic,2393504
2006,United States,ammo,France,2038753
2006,United States,ammo,Germany,3881007
2006,United States,ammo,Hungary,2566662
2006,United States,ammo,India,251113
2006,United States,ammo,Indonesia,70
2006,United States,ammo,Italy,11755393
2006,United States,ammo,Japan,60238
2006,United States,ammo,Mexico,1748520
2006,United States,ammo,Netherlands Antilles,61
2006,United States,ammo,Russian Federation,30080633
2006,United States,ammo,Serbia,5091588
2006,United States,ammo,Spain,1262778
2006,United States,ammo,Sweden,3288174
2006,United States,ammo,Switzerland,478365
2006,United States,ammo,Turkey,8400
2006,United States,ammo,United Kingdom,5018815
2006,United States,ammo,Argentina,94608
2006,United States,ammo,Austria,16183
2006,United States,ammo,Belgium,3167758
2006,United States,ammo,Bosnia and Herzegovina,407969
2006,United States,ammo,Bulgaria,1201553
2006,United States,ammo,Canada,26593408
2006,United States,ammo,China,420267
2006,United States,ammo,Denmark,12787
2006,United States,ammo,Dominican Republic,10
2006,United States,ammo,Finland,2342132
2006,United States,ammo,Greece,158880
2006,United States,ammo,Guatemala,1053017
2006,United States,ammo,Israel,9532819
2006,United States,ammo,Jamaica,47
2006,United States,ammo,"Korea, Republic of",3687015
2006,United States,ammo,Kuwait,880333
2006,United States,ammo,Netherlands,36514
2006,United States,ammo,Norway,838183
2006,United States,ammo,Pakistan,99717
2006,United States,ammo,Peru,1997420
2006,United States,ammo,Philippines,289754
2006,United States,ammo,Poland,35434
2006,United States,ammo,Romania,578819
2006,United States,ammo,Saudi Arabia,60744
2006,United States,ammo,Slovakia,141991
2006,United States,ammo,South Africa,1667595
2006,United States,ammo,Taiwan,3034971
2006,United States,ammo,United Arab Emirates,289050
2007,United States,mil,Indonesia,25820
2007,United States,mil,Albania,5700
2007,United States,mil,Argentina,49973
2007,United States,mil,Australia,14416
2007,United States,mil,Austria,10280
2007,United States,mil,Belgium,701075
2007,United States,mil,Bulgaria,5137
2007,United States,mil,Canada,2153873
2007,United States,mil,Colombia,660732
2007,United States,mil,Czech Republic,22520
2007,United States,mil,Denmark,9485
2007,United States,mil,France,61717
2007,United States,mil,Germany,5483779
2007,United States,mil,Greece,50807
2007,United States,mil,Hungary,19961
2007,United States,mil,India,32742
2007,United States,mil,Israel,2439303
2007,United States,mil,Italy,29317
2007,United States,mil,"Korea, Republic of",87902
2007,United States,mil,Lebanon,313
2007,United States,mil,Mexico,500
2007,United States,mil,Netherlands,21200
2007,United States,mil,New Zealand,39532
2007,United States,mil,Norway,240517
2007,United States,mil,Pakistan,11275
2007,United States,mil,Poland,995182
2007,United States,mil,Romania,656386
2007,United States,mil,Russian Federation,1848545
2007,United States,mil,Saudi Arabia,85495
2007,United States,mil,Serbia,355554
2007,United States,mil,Singapore,13706
2007,United States,mil,Spain,76718
2007,United States,mil,Sweden,17965
2007,United States,mil,Switzerland,266008
2007,United States,mil,Thailand,90013
2007,United States,mil,Ukraine,1840482
2007,United States,mil,United Kingdom,397357
2007,United States,civ,Argentina,7687949
2007,United States,civ,Australia,32450
2007,United States,civ,Austria,89184755
2007,United States,civ,Belgium,8343257
2007,United States,civ,Brazil,91949132
2007,United States,civ,Canada,8103368
2007,United States,civ,Colombia,194852
2007,United States,civ,Croatia,37695043
2007,United States,civ,Czech Republic,4483201
2007,United States,civ,Germany,44253733
2007,United States,civ,Honduras,640
2007,United States,civ,Hungary,1101735
2007,United States,civ,Indonesia,1511
2007,United States,civ,Israel,6227405
2007,United States,civ,Italy,147389391
2007,United States,civ,Lebanon,1146
2007,United States,civ,Luxemburg,27280
2007,United States,civ,Mexico,401453
